Date,Rule,Collection,Type,Description,Reference,Detection,Hash,Link VT,Hashtag
10/02/2020 06:05,APT_Turla_KopiLuwak_JS_Jul19_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Turla group KopiLuwak JS,https://securelist.com/turla-renews-its-arsenal-with-topinambour/91687/,53 / 71,784a91976919273abf9564566b372351ebb04019e2b56cb744c6b70c81065d3a,https://www.virustotal.com/gui/file/784a91976919273abf9564566b372351ebb04019e2b56cb744c6b70c81065d3a,#apt #turla #kopiluwak #russianthreatgroups #apt_turla_kopiluwak_js_jul19_1
10/02/2020 06:04,APT_Sofacy_XAgent_Jan19_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Sofacy XAgent,-,46 / 72,46940965b16575696c6fc797f6a2bd2870f943acfd9af6531e9780695b53583d,https://www.virustotal.com/gui/file/46940965b16575696c6fc797f6a2bd2870f943acfd9af6531e9780695b53583d,#apt #sofacy #russianthreatgroups #apt_sofacy_xagent_jan19_1
10/02/2020 05:52,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,50 / 70,c394b06fc48046876ea4dfae6a2c876e49fa7c4bec2727508661ff612fd3182e,https://www.virustotal.com/gui/file/c394b06fc48046876ea4dfae6a2c876e49fa7c4bec2727508661ff612fd3182e,#sig #apt #aptmalware #sig_apt_stringset_4
10/02/2020 05:52,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,69 / 73,c384402c15b6628a933a492f3b2968bb0bffe56711851a9b8c9a774f75401db2,https://www.virustotal.com/gui/file/c384402c15b6628a933a492f3b2968bb0bffe56711851a9b8c9a774f75401db2,#sig #apt #aptmalware #sig_apt_stringset_2
10/02/2020 05:45,APT_Malware_Mar19_1,APT Malware,Valhalla Rule Feed Only,Detects backdoor mentioned in ClearSky report in March 2019,https://twitter.com/ClearskySec/status/1110941178231484417,31 / 72,6e40b5615f51508bedb6a278b857720fb66626c3d9cad0a00bad32c05d5d9c11,https://www.virustotal.com/gui/file/6e40b5615f51508bedb6a278b857720fb66626c3d9cad0a00bad32c05d5d9c11,#apt #aptmalware #apt_malware_mar19_1
10/02/2020 05:43,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,66 / 73,05e6de5218da7118101dfc2a375e44ef2b70f4e7cf49e3ec6e3fc48a52a6ac98,https://www.virustotal.com/gui/file/05e6de5218da7118101dfc2a375e44ef2b70f4e7cf49e3ec6e3fc48a52a6ac98,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
10/02/2020 05:43,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,51 / 73,096c389bedab88d25502d6c1f5a2900e25d58182b30162e5940ed15066246658,https://www.virustotal.com/gui/file/096c389bedab88d25502d6c1f5a2900e25d58182b30162e5940ed15066246658,#sig #apt #aptmalware #sig_apt_stringset_7
10/02/2020 05:36,Sig_APT_StringSet_3,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,mars-71,0cb2ef1e805dd9938bc5f42d0c29f29038e0ccc2204b0abdcdd4c530a9fa8f34,https://www.virustotal.com/gui/file/0cb2ef1e805dd9938bc5f42d0c29f29038e0ccc2204b0abdcdd4c530a9fa8f34,#sig #apt #aptmalware #sig_apt_stringset_3
10/02/2020 05:36,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,67 / 71,352ed380f053462b816e3463769d2f6c371536f2d6bc3fd39ab72074b8c6cd8b,https://www.virustotal.com/gui/file/352ed380f053462b816e3463769d2f6c371536f2d6bc3fd39ab72074b8c6cd8b,#sig #apt #aptmalware #sig_apt_stringset_2
10/02/2020 05:28,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,68 / 71,71f5f6a089e139c0cb807ac04e28ebca7ff79fef61cc89668b08d45112db4499,https://www.virustotal.com/gui/file/71f5f6a089e139c0cb807ac04e28ebca7ff79fef61cc89668b08d45112db4499,#sig #apt #aptmalware #sig_apt_stringset_2
10/02/2020 05:26,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,69 / 73,5f78465f3b8c86d1dad14850d836df8db40521b0ef3c179808a9570c81b96dd9,https://www.virustotal.com/gui/file/5f78465f3b8c86d1dad14850d836df8db40521b0ef3c179808a9570c81b96dd9,#sig #apt #rats #aptmalware #sig_apt_rats_1
10/02/2020 05:25,APT_NK_BabyShark_PCRat_Apr19_1,APT Malware,Valhalla Rule Feed Only,Detects BabyShark PCRat,https://unit42.paloaltonetworks.com/babyshark-malware-part-two-attacks-continue-using-kimjongrat-and-pcrat/,67 / 71,b77160a5d1002e2f26a830383cb38895f5de09315f78f6a6896cfe733d2124f0,https://www.virustotal.com/gui/file/b77160a5d1002e2f26a830383cb38895f5de09315f78f6a6896cfe733d2124f0,#apt #babyshark #pcrat #aptmalware #apt_nk_babyshark_pcrat_apr19_1
10/02/2020 05:00,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,66 / 73,65a932acef01c6ddb941d01f8a463652aeb2edd6741dc8f03a9fb6a1f2dc16dd,https://www.virustotal.com/gui/file/65a932acef01c6ddb941d01f8a463652aeb2edd6741dc8f03a9fb6a1f2dc16dd,#sig #apt #aptmalware #sig_apt_stringset_2
10/02/2020 04:59,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,71 / 73,666b8e93bd1be11325062876f2bf3fb5204cd808e8d680e9bb45f542e6873c01,https://www.virustotal.com/gui/file/666b8e93bd1be11325062876f2bf3fb5204cd808e8d680e9bb45f542e6873c01,#sig #apt #aptmalware #sig_apt_stringset_2
10/02/2020 04:56,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,70 / 72,414551faba701b6067e24054e62f9633900a538279821146acb40ec86c733c76,https://www.virustotal.com/gui/file/414551faba701b6067e24054e62f9633900a538279821146acb40ec86c733c76,#sig #apt #aptmalware #sig_apt_stringset_2
10/02/2020 04:47,APT_MAL_TA505_Campaign_Jan19_2,APT Malware,-,-,-,f‚vr-56,119c7a801e94e1e71a1edb1d442a8914d56feabca0c6588c69b1e4e37b2dcb03,https://www.virustotal.com/gui/file/119c7a801e94e1e71a1edb1d442a8914d56feabca0c6588c69b1e4e37b2dcb03,#apt #ta505 #campaign #aptmalware #apt_mal_ta505_campaign_jan19_2
10/02/2020 04:43,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,57 / 73,51defe6743449e016c3b4a6aa6822039f7b8630c65f74c838f25e9f375480a22,https://www.virustotal.com/gui/file/51defe6743449e016c3b4a6aa6822039f7b8630c65f74c838f25e9f375480a22,#sig #apt #aptmalware #sig_apt_stringset_7
10/02/2020 04:39,APT_Turla_KopiLuwak_JS_Jul19_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Turla group KopiLuwak JS,https://securelist.com/turla-renews-its-arsenal-with-topinambour/91687/,54 / 71,cdb0e6c6610e0b26cfbeff14ca2bb43dfaa9daa9a11fc703346b35629286a8e0,https://www.virustotal.com/gui/file/cdb0e6c6610e0b26cfbeff14ca2bb43dfaa9daa9a11fc703346b35629286a8e0,#apt #turla #kopiluwak #russianthreatgroups #apt_turla_kopiluwak_js_jul19_1
10/02/2020 04:32,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,70 / 73,8692798dff238b6a865a57f4166dfe24acf605c3520bf19c123f716633631e98,https://www.virustotal.com/gui/file/8692798dff238b6a865a57f4166dfe24acf605c3520bf19c123f716633631e98,#sig #apt #aptmalware #sig_apt_stringset_2
10/02/2020 04:32,APT_APT28_Samples_Nov18_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Sofacy samples noticed in Nov 18,-,50 / 73,b1a4c288c2548f5641b0ae94fba62035448dc7d39bd489d9144899b2a0c9ddf8,https://www.virustotal.com/gui/file/b1a4c288c2548f5641b0ae94fba62035448dc7d39bd489d9144899b2a0c9ddf8,#apt #apt28 #samples #russianthreatgroups #apt_apt28_samples_nov18_1
10/02/2020 04:31,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,67 / 72,7a755a48fbdc375539a8aea5a9bf8ad85633d9fe36d1d386d8791e9c37def6f1,https://www.virustotal.com/gui/file/7a755a48fbdc375539a8aea5a9bf8ad85633d9fe36d1d386d8791e9c37def6f1,#sig #apt #aptmalware #sig_apt_stringset_2
