Date,Rule,Collection,Type,Description,Reference,Detection,Hash,Link VT,Hashtag
11/02/2020 21:44,APT_MAL_ME_OfficeDoc_Macro_Jun19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects malicious Office document droppers used by Middle Eastern threat groups,-,0 / 62,4919c4d1e842f9149b02abecfd3a2a17c8bfa3fd792bfe3693ee86050e67fa6b,https://www.virustotal.com/gui/file/4919c4d1e842f9149b02abecfd3a2a17c8bfa3fd792bfe3693ee86050e67fa6b,#apt #macro #middleeasternthreatgroups #apt_mal_me_officedoc_macro_jun19_1
11/02/2020 21:43,APT_MAL_ME_OfficeDoc_Macro_Jun19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects malicious Office document droppers used by Middle Eastern threat groups,-,0 / 61,3913dcf376ecce48c0964af0200a94d49b51ffe1f7372026a48b6f0e01f417b6,https://www.virustotal.com/gui/file/3913dcf376ecce48c0964af0200a94d49b51ffe1f7372026a48b6f0e01f417b6,#apt #macro #middleeasternthreatgroups #apt_mal_me_officedoc_macro_jun19_1
11/02/2020 21:43,APT_MAL_ME_OfficeDoc_Macro_Jun19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects malicious Office document droppers used by Middle Eastern threat groups,-,0 / 60,3fa8319af0ddfe81915bf0b9d014cf4e9cd6a67d0aa7047030ec9534af221579,https://www.virustotal.com/gui/file/3fa8319af0ddfe81915bf0b9d014cf4e9cd6a67d0aa7047030ec9534af221579,#apt #macro #middleeasternthreatgroups #apt_mal_me_officedoc_macro_jun19_1
11/02/2020 21:42,APT_MAL_DocDropper_Nov19_1,APT Malware,Valhalla Rule Feed Only,Detects Office document with malware dropper characteristics,https://app.any.run/tasks/adad7bd0-12c1-4ed4-ace5-93da0154a284/,0 / 61,380285a212f20b84c966a9a1849e4da8dd7e78a2c76f9ff8e0b7b0677e25f631,https://www.virustotal.com/gui/file/380285a212f20b84c966a9a1849e4da8dd7e78a2c76f9ff8e0b7b0677e25f631,#apt #aptmalware #apt_mal_docdropper_nov19_1
11/02/2020 21:41,APT_APT28_Sample_Jun18_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects sample related to Sofacy group,https://twitter.com/DrunkBinary/status/1004923817003765760,60 / 72,f7f7b4e3e7f69ed6b824cb3be0687298b03e2ccbc0802f274ae4b483e1da6a21,https://www.virustotal.com/gui/file/f7f7b4e3e7f69ed6b824cb3be0687298b03e2ccbc0802f274ae4b483e1da6a21,#apt #apt28 #sample #russianthreatgroups #apt_apt28_sample_jun18_1
11/02/2020 21:41,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,66 / 72,db5c24cbd1fb4c5ff2e0ab78e54f60f3c83315e5aedbfb1f9db0bc61299e56d4,https://www.virustotal.com/gui/file/db5c24cbd1fb4c5ff2e0ab78e54f60f3c83315e5aedbfb1f9db0bc61299e56d4,#sig #apt #rats #aptmalware #sig_apt_rats_1
11/02/2020 21:41,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,50 / 70,5638eaac4cbeb6bb740ab8aeb80255f865ab37c24f5872e4abb0851f36d73d0c,https://www.virustotal.com/gui/file/5638eaac4cbeb6bb740ab8aeb80255f865ab37c24f5872e4abb0851f36d73d0c,#sig #apt #aptmalware #sig_apt_stringset_4
11/02/2020 21:40,APT_MAL_DocDropper_Nov19_1,APT Malware,Valhalla Rule Feed Only,Detects Office document with malware dropper characteristics,https://app.any.run/tasks/adad7bd0-12c1-4ed4-ace5-93da0154a284/,janv-62,472f19504ed922b6fd1eb108488441caad657d9d3701f869d2394cb37d624ffa,https://www.virustotal.com/gui/file/472f19504ed922b6fd1eb108488441caad657d9d3701f869d2394cb37d624ffa,#apt #aptmalware #apt_mal_docdropper_nov19_1
11/02/2020 21:40,APT_MAL_ME_OfficeDoc_Macro_Jun19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects malicious Office document droppers used by Middle Eastern threat groups,-,0 / 61,3de4853a6adc18f9715399f7034625fa88a3d6aebb97f8f3777eeae4fcb4d96e,https://www.virustotal.com/gui/file/3de4853a6adc18f9715399f7034625fa88a3d6aebb97f8f3777eeae4fcb4d96e,#apt #macro #middleeasternthreatgroups #apt_mal_me_officedoc_macro_jun19_1
11/02/2020 21:39,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,61 / 73,c1563d5c0100247d913f4152d789d498b488eccc59ddd33ead287841db45e43f,https://www.virustotal.com/gui/file/c1563d5c0100247d913f4152d789d498b488eccc59ddd33ead287841db45e43f,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
11/02/2020 21:39,APT_MAL_DocDropper_Nov19_1,APT Malware,Valhalla Rule Feed Only,Detects Office document with malware dropper characteristics,https://app.any.run/tasks/adad7bd0-12c1-4ed4-ace5-93da0154a284/,0 / 62,3fa8b7dfa70e3d0a6411c5f15aa4ac8e191c536e638227798c0b60f20f647fcd,https://www.virustotal.com/gui/file/3fa8b7dfa70e3d0a6411c5f15aa4ac8e191c536e638227798c0b60f20f647fcd,#apt #aptmalware #apt_mal_docdropper_nov19_1
11/02/2020 21:37,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,58 / 72,c825b5bf2b6259058109456fc744e5635351ada57a7fa713593bad7ca09fcf7e,https://www.virustotal.com/gui/file/c825b5bf2b6259058109456fc744e5635351ada57a7fa713593bad7ca09fcf7e,#sig #apt #aptmalware #sig_apt_stringset_4
11/02/2020 21:37,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,65 / 73,26cec881b0b82ec5b88ddc7417a226c36ab0feac37ab227d232147ebcf0f3e70,https://www.virustotal.com/gui/file/26cec881b0b82ec5b88ddc7417a226c36ab0feac37ab227d232147ebcf0f3e70,#sig #apt #rats #aptmalware #sig_apt_rats_1
11/02/2020 21:34,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,68 / 73,de59f999d30d40f359b4b96935d559308774e41ce1bd2784c9cf1eea65808720,https://www.virustotal.com/gui/file/de59f999d30d40f359b4b96935d559308774e41ce1bd2784c9cf1eea65808720,#sig #apt #aptmalware #sig_apt_stringset_2
11/02/2020 21:34,APT_NK_BabyShark_PCRat_Apr19_1,APT Malware,Valhalla Rule Feed Only,Detects BabyShark PCRat,https://unit42.paloaltonetworks.com/babyshark-malware-part-two-attacks-continue-using-kimjongrat-and-pcrat/,67 / 73,011f3380267460e35f9eb9081e9c8b0fd5ba5f9defc0eb40e56521c1b7a1a561,https://www.virustotal.com/gui/file/011f3380267460e35f9eb9081e9c8b0fd5ba5f9defc0eb40e56521c1b7a1a561,#apt #babyshark #pcrat #aptmalware #apt_nk_babyshark_pcrat_apr19_1
11/02/2020 21:30,APT_MAL_DocDropper_Nov19_1,APT Malware,Valhalla Rule Feed Only,Detects Office document with malware dropper characteristics,https://app.any.run/tasks/adad7bd0-12c1-4ed4-ace5-93da0154a284/,juin-62,440d35391b6418ba93fdd6444d32bf01394713cebd11c73467e61591c9af7b5a,https://www.virustotal.com/gui/file/440d35391b6418ba93fdd6444d32bf01394713cebd11c73467e61591c9af7b5a,#apt #aptmalware #apt_mal_docdropper_nov19_1
11/02/2020 21:30,APT_NK_BabyShark_PCRat_Apr19_1,APT Malware,Valhalla Rule Feed Only,Detects BabyShark PCRat,https://unit42.paloaltonetworks.com/babyshark-malware-part-two-attacks-continue-using-kimjongrat-and-pcrat/,64 / 72,e7ff1a1fe260d02990f1246adff732e1ed2ce013941db583c336e289ef0fec03,https://www.virustotal.com/gui/file/e7ff1a1fe260d02990f1246adff732e1ed2ce013941db583c336e289ef0fec03,#apt #babyshark #pcrat #aptmalware #apt_nk_babyshark_pcrat_apr19_1
11/02/2020 21:29,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,56 / 71,82bf01dd84745be3138b6a505a8db11eab0fff5e15d12ac1345e48512d46657a,https://www.virustotal.com/gui/file/82bf01dd84745be3138b6a505a8db11eab0fff5e15d12ac1345e48512d46657a,#sig #apt #aptmalware #sig_apt_stringset_4
11/02/2020 21:28,APT_MAL_ME_OfficeDoc_Macro_Jun19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects malicious Office document droppers used by Middle Eastern threat groups,-,0 / 60,3ce0ad7460de3e035ff427c1470c230ee0a2524af3da5e421682c8bffa786878,https://www.virustotal.com/gui/file/3ce0ad7460de3e035ff427c1470c230ee0a2524af3da5e421682c8bffa786878,#apt #macro #middleeasternthreatgroups #apt_mal_me_officedoc_macro_jun19_1
11/02/2020 21:27,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,66 / 73,10b700217e49979059cabb00ed713a91aface64d1085bf1f6ae02c68994d7e8b,https://www.virustotal.com/gui/file/10b700217e49979059cabb00ed713a91aface64d1085bf1f6ae02c68994d7e8b,#sig #apt #rats #aptmalware #sig_apt_rats_1
11/02/2020 21:27,APT_MAL_ME_OfficeDoc_Macro_Jun19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects malicious Office document droppers used by Middle Eastern threat groups,-,avr-61,44244c129cdd996b43352ae50817166f9ab8e14894b546b535ebbfb876bfadf8,https://www.virustotal.com/gui/file/44244c129cdd996b43352ae50817166f9ab8e14894b546b535ebbfb876bfadf8,#apt #macro #middleeasternthreatgroups #apt_mal_me_officedoc_macro_jun19_1
11/02/2020 21:27,APT_MAL_ME_OfficeDoc_Macro_Jun19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects malicious Office document droppers used by Middle Eastern threat groups,-,0 / 61,4aa892019acf03647114600baa6a74dbfc0a592746d2bc7372a46bbccdfba8f7,https://www.virustotal.com/gui/file/4aa892019acf03647114600baa6a74dbfc0a592746d2bc7372a46bbccdfba8f7,#apt #macro #middleeasternthreatgroups #apt_mal_me_officedoc_macro_jun19_1
11/02/2020 21:26,APT_IR_MalDoc_May18_2,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects sample from Iranian threat group incident,-,0 / 61,3d3f76fc2bf472bfd6bf1105f2fc1f492a1485d9b3fbee2a0c8653bc5049db80,https://www.virustotal.com/gui/file/3d3f76fc2bf472bfd6bf1105f2fc1f492a1485d9b3fbee2a0c8653bc5049db80,#apt #middleeasternthreatgroups #apt_ir_maldoc_may18_2
